id_,age,wealth,gender
1474,48,197866,1
1475,76,128884,0
1476,71,49149,1
1477,71,113381,1
1478,30,205507,1
1479,63,32950,0
1480,33,190306,0
1481,54,205064,1
1482,40,21251,0
1483,67,162694,1
1484,57,131529,0
1485,48,101905,0
1486,53,144429,0
1487,29,149888,0
1488,62,80971,0
1489,37,23079,1
1490,58,137013,1
1491,73,136573,1
1492,34,78824,1
1493,43,241960,1
1494,55,56881,0
1495,3874763111,44072,1
1496,53,160054,1
1497,43,84961,0
1498,51,204359,0
1499,21,150477,0
1500,67,113969,0
1501,31,17228,1
1502,46,142338,0
1503,36,6253,0
1504,32,135897,0
1505,75,192976,0
1506,67,182300,0
1507,41,18146,0
1508,36,150927,1
1509,67,109714,0
1510,64,153575,1
1511,47,44464,1
1512,70,75058,0
1513,53,158062,1
1514,35,64191,0
1515,64,168075,1
1516,49,89504,1
1517,52,66696,1
1518,35,85622,0
1519,75,48546,1
1520,71,78813,1
1521,35,6944,1
1522,13,112723,1
1523,47,82547,0
1524,51,71463,1
1525,29,136146,0
1526,37,156285,0
1527,40,35893,0
1528,1930915934,83086,0
1529,40,90137,1
1530,44,181805,0
1531,28,197405,0
1532,30,241763,0
1533,25,242751,0
1534,47,125437,0
1535,50,99133,1
1536,69,246710,1
1537,48,147742,1
1538,58,134181,0
1539,47,101969,1
1540,29,94191,0
1541,54,143893,1
1542,53,55795,1
1543,69,135041,0
1544,67,55671,1
1545,44,195248,0
1546,74,161937,1
1547,75,111211,1
1548,59,158727,0
1549,55,31056,1
1550,43,41814,0
1551,72,157530,0
1552,77,26561,1
1553,3797525614,225950,0
1554,39,225769,0
1555,23,85315,0
1556,36,94382,1
1557,42,55126,1
1558,34,87845,1
1559,76,181303,0
1560,37,22123,1
1561,23,62953,1
1562,44,44890,0
1563,341538228,149889,1
1564,43,35453,0
1565,34,69111,0
1566,38,121099,0
1567,47,237819,1
1568,56,198306,0
1569,58,199160,1
1570,51,94269,0
1571,68,192548,1
1572,63,106375,1
1573,68,227624,0
1574,53,192927,1
1575,46,14713,1
1576,57,165573,0
1577,64,124798,0
1578,45,71781,1
1579,47,97806,1
1580,77,121883,1
1581,21,184847,0
1582,99,222949,1
1583,28,206853,1
1584,54,43133,0
1585,60,125926,1
1586,59,52366,1
1587,2655800377,145905,1
1588,65,35899,0
1589,71,238798,1
1590,42,58384,1
1591,62,116037,1
1592,73,178753,0
1593,43,120491,0
1594,59,151525,1
1595,40,20356,1
1596,49,3121,0
1597,38,34910,0
1598,24,190140,0
1599,59,124218,1
1600,86,56235,0
1601,59,111483,1
1602,30,94057,1
1603,57,46364,0
1604,46,226282,1
1605,70,174783,0
1606,33,220120,1
1607,14,232746,0
1608,32,73252,1
1609,33,103965,0
1610,59,84434,1
1611,36,224260,0
1612,30,234236,1
1613,44,190730,1
1614,64,231901,1
1615,31,105687,0
1616,70,63635,1
1617,30,103666,1
1618,45,36588,0
1619,47,91950,1
1620,63,207814,0
1621,58,113903,1
1622,61,37604,1
1623,3397143847,43129,1
1624,41,103513,0
1625,74,35889,0
1626,49,113559,0
1627,82,245813,1
1628,30,63494,1
1629,41,897,1
1630,28,147600,0
1631,78,214439,1
1632,51,191095,1
1633,65,48827,1
1634,78,222654,1
1635,71,36150,1
1636,42,153181,1
1637,70,22278,0
1638,40,75494,0
1639,44,29531,1
1640,38,167908,0
1641,49,171722,0
1642,58,20998,1
1643,1,111938,0
1644,27,219869,1
1645,36,85965,1
1646,36,208555,0
1647,63,225872,0
1648,31,62216,1
1649,64,10403,0
1650,54,170576,0
1651,66,235051,0
1652,27,229783,1
1653,39,106547,1
1654,77,159012,1
1655,1060281242,110585,0
1656,56,121158,1
1657,68,27813,0
1658,36,143640,1
1659,48,218869,1
1660,34,136294,1
1661,42,106995,0
1662,41,64352,0
1663,38,438,1
1664,43,183951,0
1665,53,112315,0
1666,87,82873,1
1667,55,76030,0
1668,73,224331,0
1669,59,145793,0
1670,88,2249,0
1671,58,66363,0
1672,46,39021,1
1673,57,12195,0
1674,61,92725,1
1675,70,136641,1
1676,49,180810,1
1677,46,39934,0
1678,56,188374,0
1679,45,208598,1
1680,59,196477,1
1681,61,221252,0
1682,38,220314,1
1683,66,110178,0
1684,36,120834,0
1685,45,72998,0
1686,40,187443,0
1687,61,215855,1
1688,64,18486,1
1689,54,183329,0
1690,34,188002,0
1691,68,195840,1
1692,70,155592,0
1693,1141888857,236676,0
1694,56,106567,0
1695,37,65355,0
1696,38,61328,1
1697,56,201791,1
1698,50,6669,0
1699,42,228259,1
1700,49,136339,1
1701,34,1045,0
1702,31,238432,1
1703,60,15269,1
1704,34,137097,1
1705,52,30612,0
1706,49,9504,0
1707,50,118999,1
1708,58,107684,0
1709,56,243486,0
1710,52,147363,1
1711,52,55504,1
1712,65,233615,0
1713,49,106446,0
1714,59,218184,0
1715,47,113374,0
1716,37,55411,1
1717,79,32553,1
1718,48,197074,0
1719,54,123358,1
1720,59,52469,1
1721,46,29912,1
1722,68,12392,1
1723,62,93725,1
1724,38,159034,1
1725,51,8196,0
1726,55,225006,0
1727,53,111250,0
1728,52,198414,1
1729,25,50628,0
1730,37,12410,0
1731,62,239514,1
1732,47,224952,0
1733,47,115516,1
1734,38,68234,1
1735,61,135898,1
1736,41,4890,0
1737,1469761636,41428,0
1738,40,12331,1
1739,45,59680,1
1740,43,87104,0
1741,64,237998,1
1742,57,110295,1
1743,31,166481,0
1744,53,87064,1
1745,59,88011,1
1746,50,168637,1
1747,40,126167,0
1748,34,132470,1
1749,44,133810,1
1750,49,213133,1
1751,46,28336,1
1752,44,133216,1
1753,58,128125,1
1754,64,231991,0
1755,59,26742,0
1756,48,192760,0
1757,19,17900,0
1758,61,99680,0
1759,75,247600,1
1760,17,35053,0
1761,50,68206,1
1762,65,163128,1
1763,63,134542,1
1764,63,133061,1
1765,63,83036,1
1766,46,49347,1
1767,48,61988,1
1768,63,111965,0
1769,46,2458,0
1770,44,32187,0
1771,71,30254,1
1772,69,233725,1
1773,46,180513,1
1774,13,242116,1
1775,51,86347,1
1776,45,137563,0
1777,58,22803,0
1778,36,194825,0
1779,60,53746,1
1780,66,242556,0
1781,27,136303,1
1782,54,111099,0
1783,56,188521,0
1784,49,74028,0
1785,50,130735,1
1786,60,180209,1
1787,34,115626,0
1788,45,185262,1
1789,38,3113,0
1790,49,136784,0
1791,31,107108,1
1792,49,64314,1
1793,67,241007,0
1794,29,203154,0
1795,37,189923,1
1796,56,16616,1
1797,41,360,0
1798,66,31432,1
1799,47,79709,0
1800,60,33846,0
1801,43,245895,0
1802,37,137050,0
1803,32,241814,0
1804,40,6071,1
1805,31,245571,1
1806,35,66500,0
1807,26,52963,0
1808,468147659,89925,1
1809,63,174400,1
1810,39,11546,0
1811,55,243767,0
1812,34,151809,0
1813,44,229688,0
1814,65,144340,1
1815,42,122226,0
1816,50,209070,1
1817,2011140236,79736,1
1818,16,211998,1
1819,33,10949,1
1820,59,122717,1
1821,39,46548,0
1822,40,192742,0
1823,50,113544,1
1824,19,238184,1
1825,56,25768,0
1826,71,128439,0
1827,52,127492,1
1828,44,81552,0
1829,60,220183,1
1830,39,219051,0
1831,64,57884,1
1832,54,168234,0
1833,61,129164,1
1834,55,21607,1
1835,39,213693,1
1836,70,190942,0
1837,46,48684,0
1838,45,140926,1
1839,61,73679,0
1840,66,129277,0
1841,28,214896,0
1842,51,211694,0
1843,44,246744,1
1844,22,109288,0
1845,32,84316,1
1846,39,149564,0
1847,33,196689,1
1848,55,225055,0
1849,66,204474,1
1850,39,85340,1
1851,52,85153,0
1852,57,121637,0
1853,57,3241,0
1854,36,74870,1
1855,57,52831,1
1856,33,167947,0
1857,31,242743,1
1858,30,147232,1
1859,67,88070,1
1860,40,214643,0
1861,35,154381,0
1862,96,79161,1
1863,47,29210,0
1864,69,68739,0
1865,51,200842,0
1866,27,90946,1
1867,29,63766,1
1868,36,177562,1
1869,46,9008,1
1870,52,104131,1
1871,51,127023,0
1872,36,28062,0
1873,33,73755,1
1874,49,166813,0
1875,39,187215,0
1876,67,174839,0
1877,56,80594,0
1878,63,160386,1
1879,34,70377,1
1880,63,112684,0
1881,69,177840,1
1882,78,149121,1
1883,50,34623,1
1884,66,204392,1
1885,51,187930,0
1886,27,153343,1
1887,66,94913,1
1888,58,34975,1
1889,57,32015,1
1890,71,46742,1
1891,50,36335,1
1892,81,81488,1
1893,53,41338,0
1894,79,194673,0
1895,71,204863,0
1896,58,172638,0
1897,63,199042,1
1898,27,228907,0
1899,33,132452,1
1900,46,243477,1
1901,36,126271,1
1902,37,28181,1
1903,64,43632,1
1904,39,135936,1
1905,67,79102,1
1906,27,155309,0
1907,66,135731,1
1908,41,229273,1
1909,48,120230,0
1910,57,92536,0
1911,45,216115,0
1912,78,44442,0
1913,41,189919,1
1914,58,210988,0
1915,49,73531,1
1916,73,193596,0
1917,52,211956,0
1918,64,84590,0
1919,53,167194,0
1920,78,9274,1
1921,51,141737,1
1922,62,122277,0
1923,30,175176,0
1924,43,228471,1
1925,31,73795,0
1926,2675456025,57662,0
1927,64,107734,1
1928,54,177532,1
1929,46,131532,1
1930,45,72501,1
1931,3648265047,52624,1
1932,59,197460,1
1933,71,210270,1
1934,1914538680,40415,1
1935,38,100473,1
1936,1115793692,149037,0
1937,61,182848,0
1938,71,155508,0
1939,36,13646,1
1940,42,230102,0
1941,71,153243,0
1942,14,84219,1
1943,77,85745,1
1944,48,8057,0
1945,72,205778,0
1946,64,16293,0
1947,68,95538,0
1948,42,181670,0
1949,2229449736,87960,1
1950,56,234581,0
1951,59,69811,1
1952,36,214877,0
1953,59,191417,1
1954,56344698,225613,0
1955,49,125344,1
1956,39,158444,1
1957,48,36913,0
1958,53,84980,0
1959,47,71468,0
1960,43,195658,1
1961,45,72839,0
1962,7,139668,0
1963,36,72781,1
1964,52,19529,0
1965,26,79891,0
1966,46,247633,1
1967,44,157208,1
1968,58,57567,0
1969,41,186126,0
1970,55,68056,0
1971,44,158400,1
1972,60,104555,0
1973,47,128694,1
1974,21,163028,1
1975,66,200728,0
1976,51,7293,0
1977,65,43,1
1978,58,104809,1
1979,936544290,29939,1
1980,51,24756,1
1981,43,216066,1
1982,18,206972,1
1983,49,110398,1
1984,24,131629,0
1985,65,234386,0
1986,72,80947,1
1987,46,83559,0
1988,267726902,4059,0
1989,60,5773,0
1990,64,153627,0
1991,43,114979,0
1992,43,17303,0
1993,75,227050,1
1994,45,223594,1
1995,43,104449,1
1996,56,116604,1
1997,52,156124,0
1998,63,20131,1
1999,45,163810,0
2000,63,109170,1
2001,32,177506,0
2002,45,138810,1
2003,25,93233,0
2004,73,192927,0
2005,68,9891,1
2006,39,114583,1
2007,64,86577,0
2008,14,23910,1
2009,69,155289,0
2010,65,24226,0
2011,20,174002,0
2012,64,201181,1
2013,38,210864,1
2014,61,138361,1
2015,403577667,114036,0
2016,46,97505,1
2017,29,68443,0
2018,66,128591,0
2019,51,154448,1
2020,47,108737,0
2021,58,82799,0
2022,46,218781,1
2023,44,15373,1
2024,78,148626,1
2025,37,23039,0
2026,76,104457,0
2027,62,93769,0
2028,57,132222,0
2029,49,123729,0
2030,2582162067,181267,0
2031,44,41276,0
2032,56,62723,1
2033,53,194972,1
2034,31,63030,1
2035,55,43910,0
2036,40,104087,0
2037,34,179841,1
2038,33,130855,1
2039,52,91407,1
2040,38,241969,1
2041,49,56459,1
2042,59,152577,0
2043,52,90990,0
2044,44,176999,1
2045,61,200590,0
2046,91,234342,1
2047,66,207921,0
2048,41,183288,1
2049,41,226672,1
2050,48,2666,0
2051,82,84800,1
2052,54,117716,1
2053,57,114200,0
2054,36,177765,1
2055,57,135082,0
2056,41,202528,0
2057,59,16468,1
2058,58,95782,0
2059,66,233842,1
2060,60,118618,0
2061,45,28266,0
2062,41,41185,1
2063,61,217734,1
2064,51,98479,0
2065,37,22050,1
2066,90,147923,1
2067,41,203589,1
2068,43,208454,0
2069,55,73562,1
2070,2326530259,64660,1
2071,60,65869,1
2072,72,169285,0
2073,39,212097,1
2074,49,5153,0
2075,53,178282,0
2076,92,139170,1
2077,49,240973,0
2078,46,237166,0
2079,66,74873,1
2080,35,69039,0
2081,51,154116,1
2082,59,152810,1
2083,47,57823,1
2084,52,198901,0
2085,58,149489,0
2086,77,185806,0
2087,37,17066,1
2088,44,241704,0
2089,59,12341,0
2090,44,231642,1
2091,18,47323,1
2092,59,56355,0
2093,45,223319,0
2094,37,214754,1
2095,43,71935,1
2096,51,1324,0
2097,51,28995,0
2098,43,115325,1
2099,28,182641,0
2100,595397064,206101,0
2101,44,179915,0
2102,46,231261,0
2103,40,177862,1
2104,30,198622,1
2105,26,198972,0
2106,53,248744,1
2107,25,132337,1
2108,38,159235,1
2109,64,186948,1
2110,74,108810,0
2111,63,166722,1
2112,37,148546,0
2113,50,89674,1
2114,51,171344,1
2115,33,121807,0
2116,48,6684,0
2117,56,11969,0
2118,38,211570,0
2119,71,31884,0
2120,1034549666,42548,0
2121,48,216514,0
2122,54,66401,1
2123,43,213412,1
2124,50,37896,1
2125,66,84710,1
2126,47,62125,1
2127,32,136572,1
2128,64,47255,1
2129,43,42132,0
2130,51,142656,1
2131,60,204394,0
2132,68,86661,1
2133,69,137003,1
2134,34,213990,0
2135,26,115525,1
2136,54,215743,1
2137,27,19636,0
2138,45,182059,0
2139,52,202649,0
2140,58,184095,0
2141,57,225711,1
2142,66,183477,0
2143,83,26269,1
2144,67,168623,1
2145,35,194631,1
2146,49,208062,0
2147,43,248620,1
2148,63,91170,1
2149,53,192960,1
2150,38,161549,0
2151,55,109746,1
2152,2820936075,94499,1
2153,41,18333,0
2154,37,52682,0
2155,57,172487,0
2156,42,235328,0
2157,56,237764,0
2158,51,140842,0
2159,22,44666,1
2160,58,89087,0
2161,44,246981,0
2162,33,51811,0
2163,67,20112,1
2164,61,19728,1
2165,2101489522,89151,1
2166,63,109708,1
2167,81,46179,1
2168,44,144855,1
2169,68,88148,1
2170,77,4898,1
2171,70,170125,0
2172,54,210,0
2173,765204740,13854,0
2174,61,77612,1
2175,59,19519,0
2176,51,72866,0
2177,61,204841,0
2178,81,158262,0
2179,18,241304,0
2180,346286238,102629,1
2181,68,16767,0
2182,63,153980,0
2183,78,156084,0
2184,25,64759,0
2185,33,99165,1
2186,39,80278,1
2187,2628054744,62783,0
2188,22,103,1
2189,67,72074,1
2190,52,33115,1
2191,60,225136,0
2192,43,125079,1
2193,35,201586,1
2194,34,106894,1
2195,44,185235,1
2196,41,221857,1
2197,70,9902,1
2198,46,180959,1
2199,48,159333,0
2200,49,125069,1
2201,71,177469,1
2202,68,244597,1
2203,62,192568,1
2204,43,155033,1
2205,24,178326,0
2206,39,7180,0
2207,48,118810,1
2208,9,108389,0
2209,33,247639,1
2210,49,134080,1
2211,33,96763,0
2212,60,238849,0
2213,35,9175,0
2214,53,25797,0
2215,6,186119,0
2216,33,159334,0
2217,65,4484,0
2218,43,230635,1
2219,2723183343,240139,0
2220,34,141474,1
2221,31,231309,0
2222,54,103970,1
2223,43,200432,0
2224,74,213644,0
2225,48,247848,0
2226,51,239639,0
2227,26,55510,0
2228,32,9928,0
2229,41,59292,0
2230,57,155251,1
2231,75,14639,1
2232,48,174829,0
2233,39,98840,1
2234,53,173959,0
2235,56,221478,0
2236,52,66917,1
2237,82,111760,0
2238,26,24235,1
2239,47,101426,1
2240,68,51582,1
2241,24,50312,0
2242,53,90650,1
2243,16,7157,1
2244,52,26360,1
2245,18,239409,0
2246,38,233848,1
2247,72,172019,1
2248,47,177384,0
2249,47,51814,1
2250,23,234774,0
2251,1966586941,248676,1
2252,47,9856,1
2253,38,110964,1
2254,50,11879,1
2255,29,94470,0
2256,3500689202,39778,1
2257,29,24316,1
2258,61,195971,0
2259,46,241753,0
2260,35,235569,1
2261,1344378920,133109,0
2262,83,15570,1
2263,607103241,38837,1
2264,28,189106,1
2265,2179209631,224402,1
2266,57,246280,1
2267,50,79767,1
2268,35,222183,1
2269,38,3706,0
2270,34,30468,1
2271,49,75723,1
2272,36,172877,1
2273,61,114622,0
2274,51,154669,1
2275,59,194372,0
2276,55,38807,0
2277,64,40796,0
2278,24,142728,1
2279,69,228636,1
2280,54,213063,0
2281,60,118519,0
2282,28,9,0
2283,43,184393,0
2284,66,132309,0
2285,76,15408,0
2286,55,52529,1
2287,77,5069,0
2288,65,199059,1
2289,53,82773,1
2290,61,148178,1
2291,45,149151,0
2292,51,360,1
2293,4035158023,158271,0
2294,39,49211,0
2295,44,2954,0
2296,26,98655,1
2297,23,82614,0
2298,54,234044,1
2299,75,107312,0
2300,34,157323,0
2301,74,50416,0
2302,70,101048,0
2303,53,193569,0
2304,22,67810,1
2305,43,142291,1
2306,35,141774,1
2307,47,115727,0
2308,46,18736,0
2309,16,57206,1
2310,50,69327,1
2311,65,218784,0
2312,31,21065,0
2313,65,238764,1
2314,40,4468,0
2315,63,230323,1
2316,43,152692,0
2317,53,107000,0
2318,54,4751,1
2319,47,164386,1
2320,43,122778,1
2321,55,99477,0
2322,37,144761,1
2323,44,111638,0
2324,58,216259,1
2325,52,108323,0
2326,34,157062,1
2327,56,241337,1
2328,51,230185,1
2329,42,171764,1
2330,34,138393,0
2331,57,23914,0
2332,48,218692,1
2333,63,193579,1
2334,60,17753,0
2335,88,209182,0
2336,3871113345,122274,0
2337,42,127141,1
2338,45,29090,1
2339,41,2271,1
2340,50,129673,0
2341,46,243045,0
2342,88,106087,0
2343,28,76812,0
2344,25,74351,0
2345,36,172248,1
2346,15,167001,0
2347,53,155844,0
2348,33,6361,0
2349,34,36100,0
2350,54,59621,1
2351,48,95797,0
2352,54,154759,1
2353,56,167571,1
2354,17,50845,0
2355,75,97557,0
2356,49,163998,1
2357,24,175477,0
2358,57,104686,1
2359,49,159807,0
2360,16,52506,0
2361,40,222728,0
2362,48,59233,0
2363,51,1871,0
2364,49,159800,0
2365,77,27820,0
2366,52,219976,0
2367,44,162321,0
2368,60,61943,0
2369,58,194574,1
2370,18,44881,0
2371,72,4850,0
2372,67,84932,0
2373,23,80105,1
2374,83,236221,0
2375,43,163132,1
2376,31,234135,1
2377,69,144272,0
2378,3976330753,163623,0
2379,36,140847,0
2380,41,34994,1
2381,56,189078,0
2382,65,240941,1
2383,43,16705,1
2384,55,153442,1
2385,63,143513,0
2386,56,69711,1
2387,71,111148,1
2388,16,60577,1
2389,46,44160,1
2390,72,200629,0
2391,51,131960,1
2392,37,197387,0
2393,58,27487,1
2394,36,215592,0
2395,62,130497,0
2396,47,162238,1
2397,64,160860,0
2398,39,34591,1
2399,48,217440,1
2400,70,23831,1
2401,56,141080,1
2402,48,220442,1
2403,36,156908,0
2404,51,20167,1
2405,37,39350,1
2406,61,125731,0
2407,52,143262,1
2408,35,140811,0
2409,43,47446,1
2410,52,182297,1
2411,57,200949,1
2412,61,196259,1
2413,33,33253,0
2414,4,208303,1
2415,59,190816,1
2416,42,94072,0
2417,1436577925,32191,0
2418,70,382,1
2419,56,185562,1
2420,39,199133,0
2421,46,16742,1
2422,38,50532,0
2423,56,110883,0
2424,46,146091,0
2425,49,226988,0
2426,46,208238,1
2427,45,96895,0
2428,62,211073,0
2429,64,57435,1
2430,49,242211,0
2431,49,58331,0
2432,54,5841,1
2433,28,98603,0
2434,9,17244,0
2435,56,67737,1
2436,55,206272,0
2437,33,10041,1
2438,30,168202,0
2439,66,178911,1
2440,88,237147,0
2441,62,176685,0
2442,43,248204,0
2443,1496638073,205085,0
2444,47,62178,1
2445,58,115275,1
2446,21,225795,1
2447,69,12329,1
2448,36,95471,1
2449,48,156749,1
2450,39,156009,0
2451,52,68503,0
2452,48,249861,1
2453,50,227860,1
2454,47,207827,1
2455,66,174212,1
2456,54,209467,0
2457,34,201750,1
2458,46,173860,0
2459,53,219069,1
2460,54,223657,1
2461,43,3684,0
2462,60,197746,0
2463,48,234784,1
2464,889732931,138608,0
2465,52,38968,0
2466,48,197454,0
2467,32,108438,0
2468,53,122263,1
2469,53,43243,0
2470,27,188045,0
2471,49,117318,0
2472,83,39619,1
2473,37,67416,1
2474,54,100019,1
2475,56,227726,0
2476,18,99972,0
2477,47,20631,0
2478,63,186879,1
2479,53,194697,1
2480,39,11086,0
2481,51,5666,0
2482,35,82168,1
2483,41,74263,1
2484,39,18279,0
2485,58,23750,0
2486,44,161908,0
2487,55,213804,1
2488,29,187868,0
2489,66,223007,1
2490,36,32684,1
2491,25,32506,1
2492,67,74389,0
2493,38,10340,0
2494,55,154791,0
2495,80,98046,0
2496,55,119408,1
2497,49,38199,1
2498,56,106697,1
2499,65,235012,1
2500,52,85380,0
2501,53,186628,0
2502,57,21591,0
2503,65,234060,1
2504,44,209563,0
2505,52,36178,0
2506,40,81474,1
2507,42,143226,0
2508,78,192320,1
2509,83,243167,0
2510,36,56253,1
2511,54,78637,0
2512,58,156305,1
2513,78,27000,0
2514,32,84614,0
2515,56,139144,0
2516,53,20689,0
2517,52,203128,0
2518,55,123183,0
2519,69,59713,1
2520,56,86296,0
2521,48,195530,1
2522,86,45930,1
2523,65,170704,0
2524,35,4025,0
2525,47,90131,0
2526,53,217024,0
2527,50,233908,0
2528,50,210887,1
2529,72,215689,0
2530,42,150752,1
2531,70,112624,1
2532,55,157506,0
2533,44,147643,0
2534,62,234427,0
2535,46,8633,0
2536,82,225226,0
2537,42,219757,1
2538,50,86258,1
2539,33,71317,0
2540,20,216045,1
2541,46,86299,0
2542,50,142230,0
2543,3739826598,168440,1
2544,61,160226,1
2545,33,138201,0
2546,27,78370,1
2547,78,240401,0
2548,46,203082,0
2549,49,181675,0
2550,33,131581,0
2551,31,247601,1
2552,41,154505,1
2553,49,144129,1
2554,40,60883,1
2555,60,160643,0
2556,54,35022,1
2557,34,140527,1
2558,1131814903,219074,0
2559,36,180690,1
2560,3298075405,117277,0
2561,23,143136,1
2562,44,11820,0
2563,63,177456,1
2564,51,205103,0
2565,39,96528,0
2566,39,190256,1
2567,38,173631,1
2568,59,87978,1
2569,53,155677,0
2570,47,87250,1
2571,58,165011,0
2572,36,50518,0
2573,44,192142,1
2574,3381104377,78251,1
2575,33,181611,0
2576,54,141271,1
2577,46,169967,0
2578,37,14600,1
2579,70,187585,0
2580,60,242516,0
2581,34,14789,0
2582,55,236268,0
2583,37,25782,0
2584,33,129584,0
2585,55,149991,1
2586,43,110066,0
2587,65,181478,1
2588,54,34673,1
2589,41,186686,0
2590,52,219905,0
2591,43,190641,0
2592,33,18546,0
2593,18,58934,1
2594,63,88366,0
2595,56,56619,0
2596,50,160077,1
2597,40,191696,1
2598,47,160282,1
2599,26,234292,1
2600,62,242265,1
2601,31,193796,0
2602,51,183860,0
2603,52,156404,1
2604,68,85123,1
2605,58,4481,1
2606,59,77031,1
2607,27,7466,1
2608,82,51047,0
2609,678856327,209074,1
2610,62,168469,0
2611,39,88990,0
2612,34,51487,1
2613,46,47832,1
2614,87,151532,1
2615,1674097713,175269,1
2616,48,74492,0
2617,65,96367,1
2618,42,23623,1
2619,50,123083,0
2620,61,142486,0
2621,72,33092,0
2622,62,71139,1
2623,4212360963,92461,0
2624,53,19345,0
2625,46,38857,1
2626,44,1032,0
2627,56,152025,0
2628,58,63017,1
2629,29,245241,1
2630,20,114996,1
2631,19,184003,0
2632,52,32481,0
2633,3383487458,153551,1
2634,42,236955,1
2635,52,43560,0
2636,65,46251,0
2637,15,227146,0
2638,48,210576,0
2639,43,170433,0
2640,49,99953,0
2641,34,184101,1
2642,1439170133,41198,1
2643,56,222047,0
2644,55,217142,1
2645,38,37460,0
2646,16,20424,0
2647,54,22857,0
2648,39,48571,0
2649,63,6864,1
2650,52,220633,1
2651,65,168409,0
2652,29,208763,1
2653,38,185375,1
2654,47,114416,1
2655,32,249342,0
2656,47,179164,0
2657,85,44753,0
2658,35,156750,0
2659,62,32702,0
2660,35,157478,1
2661,58,24035,1
2662,57,171739,1
2663,43,171199,1
2664,2554398562,11373,1
2665,44,232949,0
2666,49,30771,1
2667,77,127263,1
2668,34,125969,1
2669,49,204271,0
2670,64,133082,0
2671,36,60985,1
2672,51,1954,0
2673,45,243948,0
2674,3952262895,50285,0
2675,50,228651,1
2676,46,57347,1
2677,58,128281,1
2678,3514226555,207264,1
2679,32,179835,1
2680,48,81334,1
2681,36,41029,0
2682,42,4915,1
2683,35,63705,1
2684,56,241040,0
2685,40,224636,0
2686,65,199966,1
2687,11,193693,1
2688,50,19647,1
2689,50,123040,1
2690,49,187133,1
2691,43,91551,1
2692,33,119038,0
2693,51,81191,0
2694,57,158518,0
2695,57,91670,0
2696,41,247195,0
2697,33,125949,0
2698,47,31482,1
2699,67,94186,1
2700,42,123077,1
2701,47,31754,1
2702,3856041401,163801,0
2703,49,163807,1
2704,40,148649,0
2705,30,170744,0
2706,43,99422,0
2707,49,71734,0
2708,51,46848,0
2709,51,119848,0
2710,35,182428,0
2711,1745569050,249006,0
2712,59,74768,1
2713,63,178397,0
2714,19,212049,0
2715,61,17672,1
2716,4281617949,97384,1
2717,34,173042,1
2718,40,48073,0
2719,57,165768,0
2720,60,223104,1
2721,60,152031,0
2722,3051612279,70012,1
2723,59,47036,1
2724,53,147890,0
2725,80,90557,1
2726,40,98618,1
2727,45,12185,1
2728,41,92703,1
2729,86,7010,1
2730,53,248772,1
2731,34,198094,1
2732,2210786699,60954,0
2733,63,149253,0
2734,51,119757,1
2735,54,63650,1
2736,2852028189,167940,1
2737,58,202948,1
2738,45,64683,0
2739,86,212533,0
2740,57,12719,0
2741,70,224123,0
2742,57,110042,1
2743,43,78964,1
2744,26,236986,0
2745,53,201595,0
2746,48,182671,1
2747,48,87152,1
2748,54,244679,1
2749,47,172969,0
2750,65,180792,0
2751,35,57944,0
2752,43,46689,1
2753,48,85516,1
2754,55,106073,0
2755,39,175820,0
2756,37,235701,1
2757,71,209217,0
2758,59,233539,0
2759,143838886,62791,0
2760,83,168937,1
2761,47,115840,1
2762,45,147427,0
2763,54,150423,1
2764,52,157198,0
2765,92,210155,0
2766,49,54905,1
2767,66,135846,0
2768,51,145140,1
2769,70,177202,1
2770,36,160592,0
2771,49,85649,1
2772,10,184663,1
2773,52,141451,1
2774,39,47458,1
2775,43,87204,0
2776,26,65823,0
2777,73,192777,1
2778,62,208523,1
2779,2889503877,89,1
2780,39,224288,0
2781,43,79293,1
2782,83,202538,0
2783,66,73673,1
2784,38,198747,0
2785,43,55624,0
2786,57,243238,0
2787,42,221277,1
2788,71,230947,1
2789,55,97056,0
2790,69,6202,1
2791,45,44066,0
2792,27,237136,1
2793,80,61839,0
2794,58,162965,1
2795,54,7407,1
2796,50,72895,1
2797,29,189662,1
2798,52,237326,0
2799,44,138214,1
2800,55,76758,1
2801,47,78756,1
2802,43,105386,0
2803,29,191688,1
2804,40,69412,0
2805,57,71861,1
2806,59,93459,1
2807,35,29758,1
2808,62,107623,0
2809,40,121110,0
2810,43,38206,1
2811,55,240954,1
2812,52,34189,1
2813,59,16196,1
2814,43,51328,1
2815,2201399890,154439,1
2816,62,227188,1
2817,43,191948,0
2818,38,144310,0
2819,59,145507,0
2820,29,94535,0
2821,51,178690,0
2822,53,248636,1
2823,69,100473,0
2824,53,110784,0
2825,42,187698,1
2826,72,13413,0
2827,53,138326,0
2828,40,101868,1
2829,56,191286,0
2830,64,40655,1
2831,59,9742,1
2832,18,232649,0
2833,51,31541,0
2834,44,204582,0
2835,48,204474,1
2836,41,232429,1
2837,47,102582,1
2838,50,7508,1
2839,58,199958,1
2840,2036934756,120602,0
2841,62,159850,1
2842,40,124540,0
2843,71,105720,0
2844,32,212110,1
2845,29,166287,1
2846,29,13483,0
2847,37,127314,1
2848,76,42903,0
2849,46,174381,1
2850,62,80773,0
2851,51,24388,1
2852,28,207649,0
2853,29,212763,1
2854,50,238325,1
